h,2009,2010,2011,2012,2013,2014,2015,2016,2017
174.0,67285.49062139879,69160.513536232,51124.063255868365,43086.36551645089,70339.0006406419,71221.31514209714,71734.02204341807,70149.30765273835,50498.81888005069
175.0,69300.8131589408,71580.60798377039,55719.90744509846,46088.105933427796,72249.60713409948,73458.99606113136,74407.02327663537,72705.95317966373,53613.17063936566
176.0,69631.49408840387,72090.10155167321,58444.087369194145,50111.64414859438,72001.18312194779,72732.76689013571,74592.42199021981,72481.36217669677,57374.300043007184
177.0,69923.39810105694,72755.0338352074,59985.71089372186,53294.293028201595,73213.94398127015,73302.35839679897,75327.90479905474,72708.00423905156,60450.22936800573
178.0,70253.00189394195,73430.76047399377,60940.35642355492,56602.014425182846,75249.89168085881,74381.53087638774,76267.12245798248,73279.22427856116,63164.347436524564
179.0,69997.72052494276,73476.09676605291,61212.344395455555,56758.35507190039,74839.99206080851,73558.67457479743,75707.87029447779,72348.04331648807,62994.648351627
180.0,69201.71659375969,72093.33985824886,59720.17322945523,55033.024363481745,74441.38444131057,72966.70625894383,75224.00002550743,70769.75311755578,61448.14537039075
181.0,68370.16715550076,70967.48860544666,58277.4544219823,53680.67776937496,73439.78399231714,71688.17675202292,74337.75342760382,69143.2630230096,60021.17885147227
182.0,68187.05393723132,70234.55188382375,58365.608626313726,53349.012254552734,72979.07036978127,70838.87513048039,73906.85421965759,68618.19181972608,59623.07974036039
183.0,69049.84033625385,70880.05432790401,60470.55901754473,55016.27357990486,73178.93877955787,71947.5443130928,74708.5508547727,69734.99365639746,61257.10048865073
184.0,73294.83559037095,74597.63027675424,65470.62248517261,60051.55912311501,75802.07050786872,75837.04060145046,76728.58189344262,73437.15585142378,65726.91034746193
185.0,73330.38109744678,75097.4089249301,65455.57176735992,61390.50509036029,75494.9280928448,75636.66644642784,75982.91234210304,72909.00805905853,66682.13475616204
186.0,71487.40041239366,73213.79393342498,63125.935660211006,60254.80196384782,73289.6003849709,73474.25297648841,73806.00546886167,70486.70692203577,65079.06541329326
187.0,68502.6549546016,69321.34942948946,58499.99003535554,57413.869069208966,69061.87537817114,68959.22315849164,69615.17960245314,66121.02701504767,62422.58099624907
188.0,66934.34409695266,66908.81103062759,56078.97457005819,55958.78433583065,65464.24400219251,65522.34869239319,66026.39021806879,62842.40858360746,60903.827550908005
189.0,66307.4506085243,66289.21503915255,55879.01503340397,56498.15956700619,62739.484268910506,62213.632315293966,62976.47951217984,60635.46868230645,60893.15465248678
190.0,62933.85884605419,63207.42661465563,52075.48363188442,52868.82312534884,56848.447580749635,57142.23365061006,58104.16057221096,56629.749697881845,57937.82907964814
191.0,60463.98467257271,60833.74789470161,47901.05954140946,49528.716880118955,52613.94737361848,53085.92842101531,54253.57190545738,53170.63804031294,55332.57457502584
192.0,58058.73869377457,58674.876844265935,44976.92008065955,47212.641870889005,50605.10047535545,50817.733671267,52049.160827453474,50954.46837176671,53491.49959736363
193.0,56074.65311699617,57161.50823791053,43756.73688655986,46353.885032847626,49662.21842923425,49933.84970824848,51100.775100271574,49626.40741814923,52763.607925035736
194.0,54882.262925088624,55963.33480491873,43510.55014519525,46915.59464212567,50163.58325375858,50492.25281031657,51404.34002690982,49076.723502211804,52996.277110618554
195.0,54491.262347254444,55486.22430277245,43775.01275818955,48828.53412660537,52049.34734600099,52172.547754973166,53019.95738814558,48959.81311710571,54439.25297716888
196.0,56483.96501665729,55018.82872035312,43505.17488883358,53149.1195705353,55361.29110800518,55832.17318528458,56287.86438363381,48782.39648005874,58504.55998581546
197.0,61591.746669796914,54408.94764860505,41595.88382916746,63163.85471169932,63930.79032718341,64422.83365899502,64195.83258998514,49212.093421808335,67610.67691880907
198.0,68146.12274726521,56752.40217385297,43090.20509771245,71964.71640299211,71827.2863134416,71880.41388552178,71367.29931325106,52460.97149212506,75101.98432067054
199.0,70192.68224557083,60024.17125078823,46390.61250377945,75620.85409837247,74683.03325313085,74330.67449186424,74728.92433978197,56232.86970633748,78342.27628135603
200.0,70485.66339480196,63375.81855658961,50080.18847043154,75833.03069034628,74148.9216270047,73451.87616729808,74997.85434190444,59366.888450935934,78896.19970941788
201.0,70969.29771834891,65644.79203059751,53456.92451683428,77212.17853817607,75186.65647776565,74410.0104517209,75830.11120453346,61232.326964163876,80008.31572491006
202.0,70592.29991602946,67137.65136197378,57420.63855793168,78331.13088111166,76750.5985542661,75426.12101450053,76634.86386239994,62158.380277767414,80602.79616697259
203.0,70132.36259719972,67574.822749687,57366.88599431495,78072.05209512258,75873.21011134851,74626.65864979103,75979.85631935165,61447.68819988563,80445.9045601805
204.0,68650.22266579523,66461.9247231874,55781.185367621525,77524.85983161116,75628.17369936252,74185.225232127,74546.58164894892,59537.12638012551,79895.18300164503
205.0,67517.07498568074,64634.44037899361,54225.58617655347,76841.42786167446,74533.97884583984,73308.46116294179,72966.6178864794,58196.75907018108,79063.7642146312
206.0,67258.56220694739,64105.51697163687,53454.77441428961,76398.09045633969,73807.90321032374,72802.94870077814,72392.08560921776,58152.66129334281,78320.93048451358
207.0,68590.98015400217,65013.32224834507,55553.27449788661,76250.68356086315,74031.48482126027,73930.94330950949,73035.88773551094,60027.32957381598,78873.7866227333
208.0,72909.22069542704,68259.1848726751,60528.611786250796,78481.88793330357,75948.86651504926,77014.87446701482,75602.94684668,64335.57981794495,81802.42994951886
209.0,72464.36328869009,69406.62483598167,61870.27577412428,77882.20988125127,75057.92767146886,76445.28296035157,74481.38649691924,64462.74549999017,81126.835479455
210.0,69978.33206653777,67656.85984960356,60646.867426207595,75840.84772268216,72450.6047439313,74089.61522922282,71657.62147463328,62265.03536593438,79153.41656136952
211.0,66246.05382357514,64048.306888800325,58083.945192962085,71139.46113210448,67688.76811100541,69560.34562355948,67034.87772602806,58218.295193753256,75001.65907551098
212.0,64503.24684028119,62280.191498493514,56713.254820735565,66605.5823772956,63716.24231668876,66206.87562807956,63488.872660163186,55821.632299078316,71691.99327508749
213.0,64456.929967424796,62543.57376664667,57924.837604656575,62956.14499534601,60944.0561810869,62798.48073731427,60839.30093470655,55011.463840886965,68691.84152887968
214.0,61544.35266036247,60518.552721338005,54158.93299766873,57083.320273291865,55149.001497621,57447.37195775109,56504.84199898262,51749.25388454936,64277.53074185887
215.0,58941.990687780155,57545.78728488808,51010.10782100091,52177.57412307626,51205.83490474046,53534.48173251263,52338.464314585224,48201.94667330392,61201.60141686033
216.0,56778.02330246647,55051.21178610966,49466.334193928524,49306.48981799901,49210.53840714026,51468.69539316786,49543.222171312256,45896.555921387255,59128.924543457426
217.0,54988.89944631613,53529.20769555251,48720.24861092836,48139.518562143036,48159.2531557165,50639.73632543473,48079.38727339562,44539.78013634021,58063.76928101865
218.0,53176.07858544856,51928.40481165446,49055.66460789674,48486.81814163701,48572.5403759325,51162.53995833636,47811.47594552361,44188.023451328016,58224.93004717923
219.0,51830.73499945713,50882.43178771838,50495.158261552664,50379.65668582446,49466.8668196786,53059.48310106309,47934.73552982975,44032.14293785323,59319.96942519744
220.0,50364.75211672346,49378.77810108993,53741.81310400293,54094.98048317646,52400.52856317907,56456.68958723322,48066.14450813959,43811.65405366191,62452.46511182851
221.0,48529.31138771673,46910.109054916735,62796.96997087664,62730.567776510696,60877.433377828034,64325.18940070989,49244.750615926336,43390.16134946362,70612.96324470112
222.0,50871.00630840959,47678.667148871835,70823.3027701262,70629.1205924622,69288.84458927337,71957.7155899975,52891.60443258713,45411.48037616636,77649.60517381818
223.0,54364.16023104388,50433.38660922775,74210.78932925231,73171.8895394326,71936.81871879939,74180.13959367466,56979.5441996988,48712.66046087265,79814.06897364368
224.0,57647.27252095733,53697.59963748649,74616.08365892242,73612.99350695711,71994.40792161637,73161.99477551409,59805.346570485686,52069.21914905025,79694.5325113259
225.0,59108.946857378774,55856.47068792216,74744.01476033023,74977.62400902026,72779.20196000468,73557.65744710696,61840.657722912576,54806.35790210434,80361.58866265278
226.0,59784.31149181963,58719.133700799866,75278.31524268049,75356.19171785776,73774.0272086667,74404.92481326855,63636.580426480454,57485.04146260538,81188.73829029812
227.0,59343.76263139489,58875.651851956456,74970.85057879282,74963.10666325364,73313.31358613083,74055.03288774684,63749.653268281945,57263.52704872015,80714.86160039551
228.0,57850.85133420984,56790.18241723559,74465.57648079559,74116.63373316864,72983.58717000221,72596.47177961272,61983.272117977525,55340.658872633074,80213.23537459769
229.0,56739.246385656465,55329.706151615865,73517.38125859654,72586.72883314692,72524.00274752158,70959.91332564634,60224.02168742636,53896.71306360341,79343.39415326742
230.0,56952.519428111475,54925.99726518439,73315.27161939764,73830.75369345654,72411.08274199808,70034.32712731854,59377.503385290845,53643.407229206874,78367.89123756699
231.0,59340.53122166073,56075.596099541384,74054.9068947638,74630.32442952628,72903.41396608052,70998.5641778842,60866.805139469085,55731.385686013964,78871.65204304905
232.0,65177.53433814399,61117.6394378339,77410.14191571985,78147.9889806711,75681.24610195858,74818.89578328987,64768.32751874586,60371.90755097078,82197.32719110438
233.0,65886.29020650456,63819.46655745414,76845.73999774423,78313.26337862965,75354.90728599567,74303.21204422154,65009.7533161058,61526.65398631694,81760.80564567607
234.0,64048.695204341726,63463.25283413226,74970.85057879282,76252.9169986734,73597.87200005003,72055.35984828262,62818.58500335793,60016.04874718293,79650.77362779886
235.0,60652.48357373244,61045.3172576443,70840.50359048357,71857.51138810007,69451.4493972272,67529.1416256907,58747.96269850415,57135.33583698101,75355.99930309581
236.0,59462.24765498101,59541.66357101586,68425.93843282021,67909.91005848201,65766.86961699548,64090.2329042113,56535.40222649654,55154.01246834089,71886.24002635389
237.0,61082.26106837662,60562.809577871936,66387.64122047396,64711.62711420304,63289.40469580994,61898.322731248234,55457.64486950572,54897.630044862606,69038.71072756966
238.0,58630.69821672209,58086.58448302222,61155.36667802182,59144.78337215324,57881.665631289645,57442.28631929874,52199.924616522134,51330.837769432816,64314.88588633318
239.0,56398.8712269909,55623.312614475115,57590.49665896053,54728.16010238253,54215.15305194168,53845.722805796475,48739.48818769623,48428.58873565872,61109.81449043775
240.0,54049.63635025165,53442.852853535085,55591.97634369065,52436.652909065335,51853.99573644534,51475.81528700115,46474.97532891496,46478.03125783599,59037.137617034845
241.0,52573.95923831548,52462.72539663729,54474.99807173508,51549.97809839582,50497.826470108135,50187.11450317554,45219.96865234343,45819.64119434377,57704.092604223195
242.0,51152.1389552821,51925.16650507881,54238.48679182149,51622.56482722896,50498.95567016337,50205.422801604,44941.87058196678,46431.882421609895,57971.982354596075
243.0,50000.679953340674,52477.83749399034,55224.30880855225,52639.89574979815,51314.23811004302,50141.34375710438,45302.481266631,48462.43121555785,59504.61056788473
244.0,48620.867996851455,54906.56742573047,57993.64088608598,55715.33961451332,53998.34664133656,49765.00651163045,45083.466302781264,52924.51091377379,62971.167975100296
245.0,46007.73465848858,61623.894699161065,66030.7241980589,64180.06891536338,61990.82463228972,50244.073653841864,44271.58292516152,62711.140782786584,71067.62871744552
246.0,46949.15202770917,68482.6280263952,73396.97551609506,72740.83604205422,70173.00823252236,53912.8532333675,46082.785742486354,70550.28976305838,78167.24074724785
247.0,49695.850301750936,71343.13216822247,75864.21818610281,75223.30216814784,73209.4271810492,57552.13610986951,49018.604932323346,74030.93754419948,80854.67656971361
248.0,52788.309417348544,72240.14308967849,75075.13055220926,74465.05003156773,72875.18396469965,60618.77609663685,53047.46159290811,74322.18797727079,81299.73643387892
249.0,54547.27344931333,73181.41086766844,75377.21995973526,75002.19182493302,73752.57240761723,62927.655954003974,56474.281771468704,75258.49658781347,82306.19075500092
250.0,56649.84404967785,74370.94881645849,75482.57498442405,75757.09380479775,74696.58365379367,64083.113010378,59563.92077312574,76089.17563988308,83147.21515059387
251.0,56199.600960050615,74514.51374131248,75664.25864944857,75225.5356059581,74154.56762728088,63280.5992625971,59395.83952179919,75781.51673170915,82668.00201148062
252.0,53725.41824025691,73967.23993002703,75406.24634408829,74657.1256832493,72588.36715066998,61659.297723987765,57852.54803234637,75410.27498251261,81948.64865788972
253.0,52640.74170615493,72873.77174298136,74881.62132318904,74029.52965856885,70979.25707196014,60362.459918638386,56367.32097516999,74264.75831441167,80902.70461260916
254.0,52837.85769993911,72205.60115287152,75127.80806455365,73673.29632783387,70344.64664091807,59970.865757807405,55973.09404024046,73684.30850765684,80245.25406986137
255.0,55217.25240086391,72159.18542528716,75519.12672768341,73874.30573075643,71268.33228610028,61305.33728770417,57009.08575296225,74192.97123583774,80277.27276512506
256.0,61923.50473583804,74991.62424345875,78318.56024084252,77289.23214262971,74811.76205942764,65184.66229915712,61776.48124513336,76839.86337582748,82803.54782143026
257.0,63691.08586042727,76118.55493178617,77748.78306650522,77223.34572722732,74261.8416325282,65371.81379420362,63110.94451324108,76120.96706039438,81998.8112804695
258.0,62666.7289746964,75272.27748001539,75427.74736953498,75748.16005355676,71810.34831261307,63141.2527690027,61521.812682517375,74106.82674154904,79890.91384227654
259.0,60941.15617665134,72168.90034501412,71156.56866454991,71255.59989823752,67170.46528565255,58987.30328112282,58743.888001502295,69649.87469180267,75563.05353246769
260.0,60494.144496758265,69369.92402812427,67376.68839102171,67466.57265314725,63751.24751840105,56631.63554999407,57036.58995772478,65956.94226402156,71778.44375229946
261.0,62170.16901221277,67968.8167163915,64891.1698493843,64299.55783821179,61949.04423024603,55534.154771976835,57002.973707459474,62794.208687993545,68772.95555688103
262.0,60027.74435846019,63743.9060706889,59684.69653746819,58526.1210987138,58092.82604161858,52089.14328435462,53675.983605444344,57516.83288311669,64283.934480911616
263.0,57548.17595577622,60311.30110049618,55543.5990364356,54381.97724179367,54490.677865419006,48937.06457158778,50782.94873412684,53703.91348114775,60995.614477330586
264.0,55791.366196967545,58045.56593306394,53190.31180129532,52289.24601358879,51725.26693014855,46689.21237564887,49121.4910316202,51363.654719638034,58663.58617229179
265.0,54665.75847289945,56711.38362389469,52120.63578532247,51106.64069306106,49736.745632879756,45640.553726774204,48362.57871502459,50486.826831342325,57637.92063401157
266.0,54016.24511633193,56082.072712692694,52789.31767671454,51510.89293671643,49072.776000401595,45432.04255022783,48807.73936247732,51011.89803462584,57764.92812522421
267.0,54503.110849613055,56456.63683994328,53875.11946177242,52694.614976149285,48783.70078626144,45422.8884010136,50202.304411362406,52626.08177284507,59025.397428771495
