,2009,2010,2011,2012,2013,2014,2015,2016,2017
481,48730,50604,51672,46444,45074,51684,53534,55314,54811
482,48487,50348,51480,45706,44959,51931,53904,55313,54007
483,49124,50905,52393,45422,45744,53367,54911,56169,53560
484,51624,53045,55034,44944,49023,56749,58035,59364,53296
485,58035,58821,61601,44972,56437,64921,65711,66758,53406
486,65022,65885,68746,48523,63279,72304,72760,73639,56720
487,67252,67924,70973,52968,65669,74951,75033,75495,60065
488,66909,67670,71019,56172,65887,74936,74912,75370,62769
489,67177,67702,71292,58357,66969,75928,75723,76197,64198
490,67487,68688,71856,59124,67960,76929,76349,76516,64418
491,66950,68447,71903,57777,67684,76337,75584,75531,63583
492,66169,68037,70898,55436,67270,75941,74899,74851,61502
493,65315,67392,69552,53973,66252,75190,73824,73751,60228
494,64887,66877,68908,53497,65343,74397,73158,73081,59841
495,64817,66524,68949,53964,64680,74227,73134,72900,60745
496,68618,69043,71507,58400,67705,76858,76480,76549,65175
497,69046,70225,71550,59496,68195,76512,76647,77293,66510
498,67005,69383,69277,56889,66599,74343,74642,75752,64391
499,62760,66019,65481,53037,63010,70094,70424,71981,60917
500,60522,62905,62755,50212,60127,66639,67030,68839,58810
501,59028,60872,61663,49579,58391,63654,64177,66536,58413
502,54944,56625,58324,46405,54533,59021,59995,63032,55853
503,51521,53083,54955,43259,51774,55168,56813,60329,53608
504,49982,51239,52436,40756,49877,52963,54696,58478,51632
505,48882,49811,50691,39605,48759,51986,53673,57162,50258
506,48621,49736,49878,39276,48537,52312,53652,57056,49481
507,49502,50300,49715,39128,49393,53738,54698,57846,49211
508,52058,52435,48855,38866,51851,57077,57730,60669,48675
509,58636,58295,48498,37529,58628,65187,65303,67980,47530
510,65329,65261,51409,39067,65504,72344,72662,74801,49407
511,66985,67907,55493,41717,67423,74830,75038,76857,52772
512,66271,68007,58655,45449,68029,74836,75362,76910,56366
513,66550,68118,60751,48536,69262,75571,76318,76978,58245
514,67075,68422,61989,52018,69898,76595,77063,76672,59806
515,66466,66569,61289,51601,69320,75786,76285,75224,59047
516,66126,65504,59345,50299,69048,75235,75823,73514,56904
517,65615,64819,57941,49025,67826,74252,75068,72005,55403
518,65498,64224,57559,48656,67194,73618,74367,71557,55046
519,66519,64095,57696,49446,66463,73524,74004,72167,56689
520,70951,67370,64445,53653,69136,76754,76622,76413,61802
521,71337,68458,63118,55713,69426,76891,76523,76667,64266
522,69521,67035,61001,54783,67713,74928,74363,74423,62910
523,65917,63557,57085,52384,63842,70313,70235,70203,60777
524,63417,60386,55104,50603,61044,66824,66815,66693,59487
525,61452,59338,55013,51154,58952,64162,64262,64633,60318
526,57072,55714,51848,47197,55412,59631,59801,60921,58398
527,53015,52411,49052,43822,53142,55798,56615,57806,55911
528,50937,50356,46404,42075,51079,53485,54550,55353,54353
529,49621,48885,45256,41969,49894,52600,53556,53419,53515
530,49242,48177,44370,42650,49613,52764,53833,52486,53397
531,50042,47883,43898,44446,50437,54074,54894,52027,54789
532,51873,47234,43128,48655,53224,57428,57787,51487,58652
533,58490,46839,41395,57509,60186,65400,65093,51960,66660
534,65515,49948,42769,65533,66703,72755,72321,55195,74042
535,68491,53896,45730,67574,68399,74737,74966,59178,76677
536,69383,56885,49310,67956,68444,74769,75148,62731,77132
537,70043,58579,52268,68939,69084,75499,76143,64574,77747
538,71001,59628,55383,69758,69830,76209,76679,65427,78096
539,70502,59050,55223,69336,69550,75733,75814,64668,77305
540,68949,57101,53217,69059,68985,75369,74658,62700,76407
541,67764,55631,51698,67968,67931,74667,73346,61227,75431
542,67087,55310,50883,67097,67434,74010,72453,60434,74823
543,66905,55633,51725,66665,67004,74014,72405,60863,74529
544,68923,59168,56150,69794,69956,76987,75248,64731,77320
545,68276,60940,58328,70279,70342,76963,74845,65243,77599
546,65419,59526,57056,68313,68583,75001,72232,62908,75814
547,61777,56161,54665,64197,64742,70711,67943,59042,71848
548,59447,54083,53723,61010,62128,67321,64637,56546,68508
549,58665,54214,54667,58720,60471,64584,62493,55715,66242
550,55792,51760,51840,54147,56430,59993,59128,52703,62706
551,52555,48800,48822,50821,53685,56300,56092,49675,59900
552,50317,46625,46921,49021,51562,54154,53656,47593,57832
553,48966,45130,46035,47979,50438,52963,52213,46568,56667
554,48087,44350,46203,48381,50057,53263,51714,46150,56493
555,48069,43972,47530,49417,50705,54424,51427,46198,57183
556,47376,42781,50918,52177,52970,57567,51126,45806,60172
557,46346,41098,59780,59624,59932,65489,51540,44700,67379
558,49185,41995,67831,66485,66927,72713,55098,46398,73972
559,51556,44581,70304,68195,68973,75397,58778,49936,76391
560,53237,47624,70662,67895,69016,75383,62343,53558,76793
561,54244,50054,71928,68721,69479,76233,64761,56159,77696
562,54890,52544,73057,69654,70192,76689,66094,58602,78758
563,54601,52552,72772,69229,70132,76027,65423,57978,77834
564,53073,50709,72477,68953,69679,74608,63116,56062,77427
565,51569,49261,71481,68111,68671,73112,61500,54786,76507
566,51908,48919,70870,67781,67903,72241,60610,54303,75894
567,52850,49584,70073,67041,67146,72176,60961,55711,75422
568,57570,53756,72711,70161,70247,75314,64986,60226,77970
569,58852,56810,72834,70864,70569,75311,65828,62083,77694
570,56788,56694,70894,69371,68774,72621,63640,60271,75655
571,53096,54719,66893,65502,64735,68478,59696,57586,71765
572,51701,53335,64061,62214,61839,65041,57217,55748,68459
573,52322,53879,62211,59622,60223,63084,56673,55783,66066
574,49837,51562,57786,55338,56739,59138,53777,52726,62423
575,46725,48539,54427,52218,53809,55985,50734,49698,59550
576,44416,46602,52225,50183,51684,53497,48600,48030,57513
577,43177,45768,51340,48948,50390,52021,47360,47439,56513
578,42376,45448,51465,49075,49963,51357,46688,47606,56355
579,42245,46674,52670,50284,50745,51310,46440,49223,57210
580,40938,49332,54795,53019,53089,50866,45841,53329,60210
581,38909,55246,61842,60454,59726,51344,44855,62444,67312
582,40131,61529,68633,67017,66942,54866,46586,70231,73950
583,42726,63903,70471,68447,68903,58518,49434,72644,76222
584,45790,64829,70979,68337,69157,61914,53441,72753,76656
585,47668,66040,72024,69279,69598,64004,56635,73522,77413
586,49259,67255,72992,69591,69983,64859,59307,74161,77911
587,48358,67012,72621,69348,69462,63964,59021,73448,77288
588,46248,66512,72264,68744,68207,62258,57102,72465,76329
589,44600,65361,71452,67492,67085,60652,55649,71102,75559
590,44501,64709,70705,66483,66273,60066,55014,70171,74676
591,45741,63988,70271,66131,66032,60506,55777,69785,74180
592,51843,66814,72553,69640,69007,64889,60539,73830,77053
593,54975,68565,73337,70785,69111,66300,62526,75137,77446
594,54409,67628,71412,69084,66823,64062,61087,73180,75652
595,52353,64661,67369,65414,62615,60168,58506,68788,71711
596,51580,62022,64478,62202,59785,57710,57105,65136,68450
597,52446,60366,62744,60216,58644,57353,57287,61730,66237
598,49658,56307,58766,55779,56042,54701,54357,57084,62578
599,46781,53158,54772,52418,52957,51939,51498,53578,59747
600,45061,51086,52625,50399,50261,49534,49664,51801,57524
601,44232,50219,51590,49188,48437,48026,49051,50992,56507
602,44107,49977,51732,49333,47354,47128,49357,51241,56402
603,45225,50665,52611,50084,46770,46669,51010,52560,57110
604,48308,53123,55167,52774,45730,45803,55033,55729,59989
605,56096,59314,62226,59474,44666,44822,64260,63723,67233
606,63211,65985,69068,65984,47907,46381,71559,70829,73828
607,64979,68011,71265,67522,51340,49747,74210,72701,75634
608,64721,68350,71513,67749,54918,53585,74657,72489,75512
609,64660,69028,72452,68949,57238,56557,76005,72636,75582
610,64868,69471,73433,69793,57613,59318,77288,73245,75862
611,64611,69039,73362,69093,56979,59092,76973,72627,75170
612,64288,68933,72814,68393,55386,57148,76195,71888,74316
613,63753,68302,71683,67716,54002,55663,74999,70713,73180
614,63515,67570,70786,66831,53103,55177,74182,69975,72426
615,63807,67032,70001,66214,53215,56032,73672,70006,72451
616,67475,70491,72508,69328,57616,61110,76333,73921,76263
617,68655,71912,73091,69841,59013,63508,76300,75057,77685
618,66439,70817,71676,67870,56635,62205,74308,72959,76163
619,62872,67695,67879,63466,52355,59638,69977,68659,72348
620,60367,64964,65194,60110,50226,58442,66643,65104,68909
621,58649,63789,62697,58213,50650,58874,63937,61691,66464
622,54629,60717,58200,54498,48497,55738,59751,56963,62736
623,51414,58168,54995,50764,46128,52538,56519,53375,60233
624,49155,56176,52843,48499,44017,50737,54459,51102,58454
625,48248,54844,51824,47531,42531,49776,53439,50264,57219
626,47957,53478,52051,47733,41654,49926,53561,50701,57077
627,48570,53386,52938,48766,41211,51416,54696,52130,58150
628,50996,55372,55551,51320,40645,55402,57923,55389,61075
629,57876,61232,62423,58225,39355,64623,65710,63630,68227
630,64998,68118,69258,65275,41037,71923,72673,70630,74766
631,66899,69899,71144,67768,44083,74223,74438,72974,75985
632,67192,70090,71492,67619,47540,74588,74338,72953,75190
633,67844,70683,72204,68657,50625,75327,75232,73770,75051
634,68455,71510,72782,69206,53453,75936,76068,74513,74882
635,67928,71280,73029,68563,53263,75302,75596,73900,73809
636,67439,71263,72197,66876,51134,74754,75170,73103,72232
637,66572,70859,71373,65493,49568,73631,74099,72129,70668
638,66060,70554,70584,64908,48458,72978,73115,71135,70033
639,65604,70684,69890,64861,48362,72430,72240,70849,70205
640,68499,74955,72693,68026,52316,75999,74949,74087,74048
641,68732,76824,73667,68451,54659,77002,75723,74755,74995
642,66973,75447,71886,66452,53495,75203,74014,72429,72915
643,63096,71705,68242,62381,50952,71013,69568,68266,68670
644,60529,68819,64893,59384,49695,67774,66129,64818,65333
645,58980,67364,63353,57789,50141,64980,63189,61468,63111
646,54546,64045,59115,54282,47375,60491,58704,56627,59982
647,51458,60710,55804,50902,45015,56779,55532,52805,57087
648,49250,58699,53939,48656,43539,54777,53228,50595,55066
649,48224,56940,52756,47171,42861,53641,52144,49381,53512
650,47949,55873,52525,46876,42918,53987,52352,49777,52918
651,48374,55471,53267,46696,44349,55146,53787,51497,52782
652,51068,56938,55484,45743,47638,58378,57075,55119,52663
653,57568,62257,62389,45512,55679,66476,64918,63268,53130
654,64432,68580,69295,48525,63175,73506,72009,70623,56282
655,66559,70526,71056,52329,65201,75066,74112,72521,59511
656,66572,70931,71258,55752,65692,74716,74460,72280,61975
657,67209,71889,71981,57493,66381,75113,75565,73005,63115
658,67533,73138,72852,58214,67328,75598,76623,73527,63352
659,66940,73216,72107,57387,66450,74902,76312,72647,62184
660,66334,72610,70453,55503,66269,74256,75846,71788,60100
661,65369,71553,68431,54327,65389,73287,74663,70532,58661
662,64607,70685,67683,53711,64479,72551,74165,69517,58337
663,64200,69389,66900,54054,63504,72222,73865,69212,59023
664,67545,71652,70448,58192,66366,76047,76676,72831,63422
665,68720,73150,72305,59361,67457,77581,76852,73976,65336
666,66562,71378,70193,57312,65855,75812,74546,72155,63184
667,62785,67821,66508,53874,61859,71512,70161,68220,59586
668,60258,64553,63659,51626,59041,68250,67037,64850,57419
669,59002,62877,62628,51681,57433,65246,64030,61821,56713
670,54980,59129,59473,49418,52971,61050,59593,57123,54119
671,51796,56014,56376,46680,49006,57631,56145,53645,51643
672,49551,53435,54276,44210,46598,55296,54268,51827,49569
673,48461,51882,52553,42937,45660,54186,53558,51205,48517
674,48071,51491,51732,42138,45240,54261,53884,51597,48101
675,48515,51599,51295,41569,45916,55355,54912,52837,47960
676,50818,53581,50211,40627,48327,58480,57830,56088,47432
677,57255,58662,49227,38785,55360,66675,65548,63629,46460
678,63997,65108,52416,40300,62592,73918,72579,70443,48209
679,65428,67367,55845,43803,64699,75986,74514,72307,51028
680,65380,68138,58939,47280,64714,75980,75146,72181,54144
681,65711,68525,61082,50253,65483,76726,76428,72532,56345
682,65992,68863,62081,52832,66906,77434,76829,73086,58535
683,65169,68463,61566,52565,66631,76833,75762,72225,58118
684,64362,67174,59850,50563,66087,76342,74972,70523,56031
685,63360,65891,57851,49170,65366,75298,73890,68995,54656
686,62966,65125,56854,48467,64781,74563,72753,68241,54191
687,62756,64696,56644,48758,64230,73979,71700,68490,54825
688,66742,68166,60915,53316,66400,77153,74741,71929,59470
689,68589,69264,63608,55665,66900,78269,75483,72739,62192
690,66698,67650,61448,54439,65376,76352,73484,70003,60720
691,63029,63637,58232,52138,61378,71980,69084,65592,58424
692,60487,61212,56443,51160,58266,68612,65733,62200,57016
693,58869,60484,56662,51979,55869,66118,62978,59546,57346
694,55058,57719,53804,49444,51384,61943,58616,55497,54596
695,52160,54888,50794,46845,47432,58221,55348,51606,52285
696,49828,53088,48533,45178,44816,56245,53273,49511,50604
697,48632,51870,46872,44040,43433,54963,52604,48317,49914
698,48055,51438,45889,44099,43485,54880,52892,48076,50136
699,48346,51248,45207,45322,44508,55862,54127,48365,51676
700,50336,50074,44097,48553,47535,58957,57080,48415,55636
701,56624,49012,42303,56084,54574,66759,64470,49974,63937
702,63233,51344,43490,63605,61581,73756,71307,53473,71105
703,64936,54605,46386,66144,63287,75485,73611,56782,73548
704,64765,58101,50104,67229,63573,75499,73808,60115,74360
705,64649,59309,52836,68460,64140,76226,74523,61987,75339
706,64611,60164,55372,69575,64681,76728,75323,63119,76242
707,63458,59860,55147,69306,64153,75968,74487,62055,75994
708,61915,57995,52931,68639,64536,75250,72930,60218,75609
709,60577,56599,51170,67358,64480,73940,71446,58567,74891
710,60045,55594,50331,66416,63933,73247,70369,58331,74226
711,60332,55188,50658,65042,63332,72706,69771,59098,73572
712,63669,58637,55360,70245,65449,76180,72933,62459,75602
713,65720,61344,58922,68962,65955,77775,73747,63193,75748
714,63316,59592,57929,67412,63917,76057,71629,61117,73872
715,59887,56081,55822,64066,60190,71821,67442,57563,69658
716,57772,53918,55116,61123,57124,68372,64077,55213,66009
717,57447,54777,56955,59402,54460,65575,62119,54271,63359
718,54065,52751,54487,55304,49132,61408,58545,51144,58782
719,51352,50344,52085,52606,45247,57870,54833,47956,55537
720,49179,48278,50623,50627,43123,55656,52383,45763,53817
721,47784,46782,49559,49575,42113,54374,51073,44872,52928
722,46210,45570,49201,49520,42684,54411,50447,44652,53240
723,45435,44563,50047,49985,43999,55408,50402,44625,54793
724,44580,43616,53005,52195,46891,58479,49923,44266,57841
725,43497,42080,60666,58851,53649,65922,50153,43805,65329
726,46385,42704,67237,65472,59815,72699,53412,45548,71912
727,49994,45109,69980,67053,61485,74658,57224,48306,74200
728,53360,48321,71182,67493,61708,74374,60588,52039,74755
729,54810,50594,71913,68201,62424,74755,62457,54893,75601
730,55193,53236,72710,68690,64649,74868,63358,57337,76364
731,54969,53087,72340,68221,64783,73816,62354,56945,75809
732,53906,51373,71801,67579,64517,72146,60213,55120,75284
733,52849,49680,70892,66447,62867,70399,58854,53805,74277
734,52452,49182,69809,65284,62134,69565,58199,53032,73227
735,52814,49444,69160,64351,61525,69337,58383,53720,72652
736,56735,53800,71388,67683,63649,73267,62434,57902,74949
737,58907,57907,72714,69772,64936,74973,64372,59500,75485
738,57107,57350,71911,68356,63608,72990,62109,58198,73609
739,54143,55547,68492,65337,59597,68665,58347,55583,69555
740,52841,54303,66210,62565,56897,65375,56084,53680,66161
741,53968,55544,64468,60812,54606,63472,55433,53439,63373
742,51580,52968,60661,57121,49485,59526,52432,49791,59396
743,50221,52597,57755,54521,45446,56130,49917,46893,56303
744,47918,51072,55510,52675,43275,53916,47764,45176,54709
745,46691,50746,54294,51394,42428,52331,46474,44553,53752
746,45231,50320,53826,51038,42900,51818,45972,45113,54088
747,44587,51221,54432,51429,44036,51390,45706,47062,55050
748,43538,52911,56631,53657,47142,51182,45128,51336,58624
749,41596,59149,63279,60200,53989,51657,44239,60582,65878
750,42998,66104,69677,66533,60692,55237,46057,68023,72359
751,46281,68495,72327,67865,63125,58712,49198,70355,74269
752,49653,69443,72977,68246,63645,61864,52966,71070,74499
753,52571,70404,73700,69142,64488,63925,55596,72338,75236
754,55077,70930,74552,69975,65361,64936,58104,73632,75900
755,54710,70736,74318,69372,65370,64051,57803,73678,75258
756,53102,70564,73839,68466,64450,62403,55899,73598,74524
757,52114,69824,72933,67295,63549,60621,54535,72477,73769
758,52007,69131,71881,66410,62985,59963,53976,71823,72957
759,52230,67886,70977,65096,63222,60282,54364,71039,72505
760,56405,70366,73485,68435,65769,63988,58887,73632,75269
761,59558,72522,74639,71071,66270,65661,61885,74295,76536
762,58942,70836,73273,69532,63928,63263,60744,72373,74829
763,57146,67558,69489,65925,59950,59134,58162,68060,70542
